STATIONS_ID; MESS_DATUM; QUALITAETS_NIVEAU; LUFTTEMPERATUR;DAMPFDRUCK;BEDECKUNGSGRAD;LUFTDRUCK_STATIONSHOEHE;REL_FEUCHTE; WINDGESCHWINDIGKEIT; LUFTTEMPERATUR_MAXIMUM;LUFTTEMPERATUR_MINIMUM;LUFTTEMP_AM_ERDB_MINIMUM; WINDSPITZE_MAXIMUM; NIEDERSCHLAGSHOEHE;NIEDERSCHLAGSHOEHE_IND;SONNENSCHEINDAUER; SCHNEEHOEHE;eor
     1420;19490101;   5;    6.6;   6.3;   8.0;  977.20;   65.00;-999;    9.2;    1.5;    1.0;-999;   4.3;   1;     -999;   0;eor
     1420;19490102;   5;    2.4;   6.9;   8.0;  981.80;   94.00;-999;    7.1;    0.5;    2.2;-999;   2.3;   1;     -999;   0;eor
     1420;19490103;   5;    2.0;   6.4;   5.0;  993.10;   88.00;-999;    5.0;    0.1;   -0.3;-999;   0.1;   1;     -999;   0;eor
     1420;19490104;   5;    2.4;   5.6;   6.7; 1000.40;   78.00;-999;    3.7;   -1.6;   -3.4;-999;   0.0;   1;     -999;   0;eor
     1420;19490105;   5;    3.5;   6.7;   8.0; 1011.20;   86.00;-999;    5.3;    1.6;    1.2;-999;   0.0;   1;     -999;   0;eor
     1420;19490106;   5;    4.2;   7.3;   8.0; 1023.60;   87.00;-999;    5.9;    3.0;    1.7;-999;   0.0;   1;     -999;   0;eor
     1420;19490107;   5;   -0.3;   5.9;   8.0; 1020.20;   96.00;-999;    4.0;   -1.2;    0.3;-999;   1.0;   8;     -999;   0;eor
     1420;19490108;   5;   -0.3;   5.9;   8.0; 1005.50;   98.00;-999;    0.6;   -2.5;   -2.8;-999;   0.6;   8;     -999;   0;eor
     1420;19490109;   5;    1.3;   6.0;   5.3; 1009.20;   89.00;-999;    3.3;   -1.7;   -2.8;-999;   1.0;   7;     -999;   0;eor
     1420;19490110;   5;   -1.5;   4.9;   4.0; 1009.80;   87.00;-999;    1.8;   -3.8;   -6.1;-999;   0.0;   0;     -999;   0;eor
     1420;19490111;   5;   -1.5;   4.9;   6.7; 1000.80;   92.00;-999;   -0.2;   -5.3;   -7.2;-999;   0.6;   7;     -999;   0;eor
     1420;19490112;   5;    0.8;   5.7;   5.7; 1002.30;   87.00;-999;    3.1;   -0.5;   -5.1;-999;   1.6;   7;     -999;   3;eor
     1420;19490113;   5;    0.4;   5.2;   3.3; 1019.40;   81.00;-999;    3.4;   -1.8;   -4.7;-999;   0.0;   1;     -999;   2;eor
     1420;19490114;   5;    1.0;   6.3;   8.0; 1013.90;   96.00;-999;    1.6;   -1.0;   -1.8;-999;   0.9;   8;     -999;   0;eor
     1420;19490115;   5;    3.8;   6.5;   7.3; 1009.00;   80.00;-999;    5.8;    1.3;   -0.8;-999;   0.1;   1;     -999;   0;eor
     1420;19490116;   5;    5.6;   7.5;   8.0; 1002.40;   86.00;-999;    8.2;    0.9;    0.2;-999;   1.4;   1;     -999;   0;eor
     1420;19490117;   5;    6.6;   8.4;   8.0; 1003.60;   86.00;-999;    7.6;    4.4;    4.0;-999;   3.9;   1;     -999;   0;eor
     1420;19490118;   5;    7.4;   8.5;   7.7; 1006.30;   83.00;-999;    9.2;    6.1;    3.5;-999;   0.2;   1;     -999;   0;eor
     1420;19490119;   5;    8.6;   8.7;   7.7; 1007.20;   77.00;-999;   10.7;    5.9;    4.9;-999;   0.0;   0;     -999;   0;eor
     1420;19490120;   5;    6.4;   7.9;   6.0; 1004.20;   79.00;-999;    8.4;    4.7;    5.7;-999;   0.9;   1;     -999;   0;eor
     1420;19490121;   5;    6.0;   6.5;   8.0; 1001.10;   70.00;-999;    7.3;    3.6;    2.2;-999;   2.7;   8;     -999;   0;eor
     1420;19490122;   5;    3.6;   6.0;   3.3; 1012.20;   75.00;-999;    6.1;    1.2;   -0.8;-999;   0.0;   0;     -999;   0;eor
     1420;19490123;   5;   -1.6;   5.1;   2.7; 1016.80;   95.00;-999;    3.0;   -4.0;   -5.4;-999;   0.0;   0;     -999;   0;eor
     1420;19490124;   5;   -2.0;   4.8;   0.3; 1015.20;   88.00;-999;    3.2;   -6.0;   -7.1;-999;   0.0;   0;     -999;   0;eor
     1420;19490125;   5;   -0.2;   5.2;   2.7; 1021.50;   88.00;-999;    5.3;   -4.1;   -5.5;-999;   0.0;   0;     -999;   0;eor
     1420;19490126;   5;   -0.6;   4.9;   0.0; 1022.20;   85.00;-999;    5.3;   -4.5;   -6.7;-999;   0.0;   0;     -999;   0;eor
     1420;19490127;   5;    0.0;   5.2;   1.0; 1023.40;   85.00;-999;    4.7;   -3.4;   -5.5;-999;   0.0;   0;     -999;   0;eor
     1420;19490128;   5;   -4.1;   4.4;   8.0; 1026.00;   96.00;-999;   -0.5;   -6.3;   -8.0;-999;   0.0;   1;     -999;   0;eor
     1420;19490129;   5;   -4.9;   4.1;   8.0; 1027.20;   97.00;-999;   -3.4;   -6.0;   -5.6;-999;   0.0;   0;     -999;   0;eor
     1420;19490130;   5;   -3.6;   4.5;   5.3; 1023.50;   97.00;-999;   -1.5;   -6.3;   -6.1;-999;   0.0;   0;     -999;   0;eor
     1420;19490131;   5;    2.6;   6.0;   8.0; 1016.00;   81.00;-999;    4.9;   -4.0;   -6.5;-999;   0.3;   7;     -999;   0;eor
     1420;19490201;   5;   -0.2;   4.1;   1.3; 1015.50;   68.00;-999;    3.2;   -2.4;   -2.9;-999;   0.0;   1;     -999;   0;eor
     1420;19490202;   5;   -4.1;   3.5;   2.0; 1027.00;   73.00;-999;   -0.2;   -6.2;   -7.6;-999;   0.0;   0;     -999;   0;eor
     1420;19490203;   5;   -5.3;   3.1;   0.0; 1028.80;   77.00;-999;    0.3;  -10.2;  -11.6;-999;   0.0;   0;     -999;   0;eor
     1420;19490204;   5;   -3.7;   3.5;   0.3; 1023.50;   73.00;-999;    4.2;  -10.0;  -11.1;-999;   0.0;   0;     -999;   0;eor
     1420;19490205;   5;   -2.1;   4.4;   4.7; 1019.10;   86.00;-999;    2.0;  -10.7;  -11.6;-999;   0.0;   8;     -999;   0;eor
     1420;19490206;   5;   -0.2;   5.2;   5.3; 1020.00;   86.00;-999;    2.5;   -3.3;   -5.6;-999;   0.0;   0;     -999;   0;eor
     1420;19490207;   5;   -3.3;   4.7;   8.0; 1017.10;   98.00;-999;   -1.0;   -9.8;  -11.0;-999;   0.0;   0;     -999;   0;eor
     1420;19490208;   5;    0.4;   5.6;   6.7; 1011.80;   93.00;-999;    2.0;   -3.3;   -3.8;-999;   0.7;   1;     -999;   0;eor
     1420;19490209;   5;    5.0;   7.6;   8.0; 1002.30;   89.00;-999;   10.4;   -0.2;   -2.0;-999;   3.9;   1;     -999;   0;eor
     1420;19490210;   5;    4.1;   5.6;   3.0; 1005.80;   68.00;-999;    6.6;    1.0;   -0.8;-999;   0.0;   8;     -999;   0;eor
     1420;19490211;   5;    1.8;   5.6;   5.3; 1009.50;   77.00;-999;    7.0;   -1.0;   -0.6;-999;   0.0;   0;     -999;   0;eor
     1420;19490212;   5;    0.2;   5.3;   8.0; 1006.80;   86.00;-999;    3.7;   -4.3;   -5.5;-999;   0.2;   8;     -999;   0;eor
     1420;19490213;   5;    0.7;   5.5;   3.0; 1009.90;   84.00;-999;    5.5;   -1.6;   -1.6;-999;   0.0;   0;     -999;   1;eor
     1420;19490214;   5;   -1.1;   5.3;   8.0; 1016.80;   97.00;-999;    0.5;   -4.7;   -5.7;-999;   0.1;   1;     -999;   0;eor
     1420;19490215;   5;    2.1;   6.3;   8.0; 1020.00;   90.00;-999;    3.4;   -0.9;   -1.6;-999;   0.0;   1;     -999;   0;eor
     1420;19490216;   5;    4.7;   7.3;   8.0; 1019.10;   85.00;-999;    6.2;    2.0;    1.0;-999;   0.0;   0;     -999;   0;eor
     1420;19490217;   5;    1.9;   6.0;   0.0; 1015.10;   83.00;-999;   10.5;   -2.5;   -3.0;-999;   0.0;   0;     -999;   0;eor
     1420;19490218;   5;    0.3;   6.1;   4.0; 1012.40;   93.00;-999;    4.3;   -2.2;   -3.6;-999;   0.0;   0;     -999;   0;eor
     1420;19490219;   5;   -0.9;   5.7;   8.0; 1015.50;   99.00;-999;    1.3;   -3.5;   -4.5;-999;   0.0;   0;     -999;   0;eor
     1420;19490220;   5;    2.6;   6.4;   0.7; 1017.40;   86.00;-999;    9.8;   -4.1;   -4.0;-999;   0.0;   0;     -999;   0;eor
     1420;19490221;   5;    2.6;   6.3;   0.0; 1016.40;   83.00;-999;   11.6;   -2.6;   -3.8;-999;   1.4;   1;     -999;   0;eor
     1420;19490222;   5;    4.2;   5.6;   2.7; 1019.40;   69.00;-999;   11.0;   -1.7;   -3.5;-999;   0.0;   1;     -999;   0;eor
     1420;19490223;   5;    7.3;   7.5;   4.3; 1017.40;   75.00;-999;   11.4;   -1.3;   -4.1;-999;   0.0;   1;     -999;   0;eor
     1420;19490224;   5;    8.0;  10.0;   7.3; 1015.60;   91.00;-999;   10.8;    6.3;    6.1;-999;   8.5;   1;     -999;   0;eor
     1420;19490225;   5;    4.7;   6.4;   6.3; 1019.20;   77.00;-999;    8.0;   -1.5;   -3.6;-999;   0.0;   0;     -999;   0;eor
     1420;19490226;   5;    4.5;   6.3;   7.3; 1012.30;   76.00;-999;    6.7;    1.6;    0.2;-999;   0.0;   1;     -999;   0;eor
     1420;19490227;   5;    3.6;   6.5;   7.3;  999.90;   79.00;-999;    8.0;    0.6;    2.3;-999;   2.1;   8;     -999;   0;eor
     1420;19490228;   5;    1.6;   5.5;   2.3; 1008.70;   77.00;-999;    6.2;   -0.4;   -1.6;-999;   0.0;   8;     -999;   0;eor
     1420;19490301;   5;    2.4;   5.5;   6.3;  993.50;   74.00;-999;    6.8;   -1.1;   -2.0;-999;   0.0;   0;     -999;   0;eor
     1420;19490302;   5;   -2.0;   4.1;   4.7; 1008.60;   75.00;-999;    1.2;   -3.9;   -6.6;-999;   5.1;   8;     -999;   3;eor
     1420;19490303;   5;   -2.0;   3.7;   4.0; 1010.70;   71.00;-999;    1.2;   -6.6;  -10.4;-999;   0.0;   1;     -999;   4;eor
     1420;19490304;   5;   -4.6;   3.1;   2.0; 1015.60;   72.00;-999;    0.1;   -9.6;  -11.3;-999;   0.0;   0;     -999;   0;eor
     1420;19490305;   5;   -4.3;   3.1;   3.7; 1009.90;   71.00;-999;   -0.1;  -10.0;  -11.4;-999;   0.0;   7;     -999;   0;eor
     1420;19490306;   5;   -3.4;   3.2;   4.7; 1005.40;   67.00;-999;   -0.7;   -6.7;   -9.4;-999;   0.0;   7;     -999;   0;eor
     1420;19490307;   5;   -2.4;   4.0;   6.7; 1003.90;   78.00;-999;    0.5;   -5.5;   -9.1;-999;   0.0;   7;     -999;   0;eor
     1420;19490308;   5;   -1.8;   3.5;   0.0; 1002.30;   67.00;-999;    2.5;   -7.5;   -8.2;-999;   0.0;   0;     -999;   0;eor
     1420;19490309;   5;    1.4;   4.1;   6.3; 1000.00;   65.00;-999;    6.1;   -5.5;   -7.4;-999;   0.0;   1;     -999;   0;eor
     1420;19490310;   5;    3.5;   6.9;   8.0; 1001.90;   89.00;-999;    5.7;    1.0;    0.3;-999;   7.2;   1;     -999;   0;eor
     1420;19490311;   5;    4.8;   7.2;   8.0; 1000.60;   85.00;-999;    6.4;    2.2;    1.2;-999;   0.0;   0;     -999;   0;eor
     1420;19490312;   5;    7.1;   7.7;   5.7;  999.00;   79.00;-999;   11.4;    2.6;    1.7;-999;   0.0;   0;     -999;   0;eor
     1420;19490313;   5;    7.0;   8.3;   8.0; 1000.30;   84.00;-999;    8.8;    2.4;    1.0;-999;   1.5;   1;     -999;   0;eor
     1420;19490314;   5;    8.9;   9.9;   7.7; 1000.40;   86.00;-999;   10.6;    6.0;    5.8;-999;   9.8;   1;     -999;   0;eor
     1420;19490315;   5;    4.2;   6.0;   6.3; 1007.00;   70.00;-999;    9.0;    2.0;    3.4;-999;   0.1;   8;     -999;   0;eor
     1420;19490316;   5;    4.5;   6.7;   6.7;  999.50;   81.00;-999;    5.9;    1.1;    0.0;-999;   3.8;   1;     -999;   0;eor
     1420;19490317;   5;    4.5;   5.9;   6.7; 1000.60;   72.00;-999;    6.3;    0.6;   -0.6;-999;   3.4;   1;     -999;   0;eor
     1420;19490318;   5;    4.4;   6.4;   5.3;  992.30;   73.00;-999;    6.4;    2.5;    2.1;-999;   0.0;   1;     -999;   0;eor
     1420;19490319;   5;    0.6;   4.0;   3.0; 1008.30;   63.00;-999;    3.6;   -1.5;   -2.8;-999;   0.0;   0;     -999;   0;eor
     1420;19490320;   5;   -0.3;   4.4;   4.3; 1013.50;   75.00;-999;    4.6;   -3.3;   -4.7;-999;   0.0;   7;     -999;   0;eor
     1420;19490321;   5;    0.0;   4.1;   0.7; 1013.40;   70.00;-999;    6.9;   -6.2;   -7.2;-999;   0.0;   0;     -999;   0;eor
     1420;19490322;   5;    3.5;   4.9;   0.3; 1017.90;   66.00;-999;    9.6;   -4.4;   -6.1;-999;   0.0;   0;     -999;   0;eor
     1420;19490323;   5;    6.6;   6.5;   0.0; 1018.70;   69.00;-999;   13.4;   -2.0;   -4.0;-999;   0.0;   0;     -999;   0;eor
     1420;19490324;   5;    9.1;   6.8;   0.0; 1014.00;   63.00;-999;   17.4;    3.2;    0.4;-999;   0.0;   0;     -999;   0;eor
     1420;19490325;   5;    8.0;   7.1;   0.0; 1009.80;   67.00;-999;   16.6;    2.6;    0.2;-999;   0.0;   0;     -999;   0;eor
     1420;19490326;   5;    8.6;   7.3;   0.3; 1008.40;   69.00;-999;   18.6;    0.2;   -2.4;-999;   0.0;   0;     -999;   0;eor
     1420;19490327;   5;   13.0;   8.5;   0.0; 1006.20;   57.00;-999;   19.5;    7.2;    4.8;-999;   0.0;   0;     -999;   0;eor
     1420;19490328;   5;   13.6;   8.1;   0.0; 1008.20;   57.00;-999;   21.5;    6.7;    5.5;-999;   0.0;   0;     -999;   0;eor
     1420;19490329;   5;   13.8;   8.8;   0.0; 1009.00;   59.00;-999;   21.7;    6.6;    4.4;-999;   0.0;   0;     -999;   0;eor
     1420;19490330;   5;   12.6;   7.6;   0.0; 1004.80;   59.00;-999;   21.7;    5.6;    1.2;-999;   0.0;   0;     -999;   0;eor
     1420;19490331;   5;   11.2;   8.5;   0.0; 1000.60;   69.00;-999;   19.4;    2.0;    0.2;-999;   0.0;   0;     -999;   0;eor
     1420;19490401;   5;   11.4;   8.7;   0.3; 1001.50;   69.00;-999;   19.0;    1.2;   -0.4;-999;   0.0;   0;     -999;   0;eor
     1420;19490402;   5;   12.0;   8.3;   1.7; 1004.60;   60.00;-999;   21.2;    5.2;    3.1;-999;   0.0;   0;     -999;   0;eor
     1420;19490403;   5;   12.5;  10.9;   6.0; 1009.10;   77.00;-999;   16.5;    6.9;    4.4;-999;   0.0;   1;     -999;   0;eor
     1420;19490404;   5;   16.2;  10.7;   6.0; 1002.60;   61.00;-999;   21.8;    7.2;    5.2;-999;   0.4;   1;     -999;   0;eor
     1420;19490405;   5;   13.4;  10.5;   7.3; 1004.40;   69.00;-999;   17.7;    9.0;    6.9;-999;   1.6;   1;     -999;   0;eor
     1420;19490406;   5;   15.1;  12.7;   7.3;  992.00;   75.00;-999;   18.3;    9.6;    9.7;-999;   3.1;   1;     -999;   0;eor
     1420;19490407;   5;    7.0;   8.3;   6.3;  983.80;   76.00;-999;   15.6;    4.0;    7.2;-999;   1.8;   1;     -999;   0;eor
     1420;19490408;   5;    4.9;   5.7;   6.0;  998.40;   65.00;-999;    9.7;    2.0;    2.1;-999;   0.0;   7;     -999;   0;eor
     1420;19490409;   5;    3.8;   6.0;   5.7; 1007.80;   77.00;-999;    7.0;   -0.2;   -0.8;-999;   0.6;   8;     -999;   0;eor
     1420;19490410;   5;    6.1;   5.9;   5.7; 1014.30;   63.00;-999;   11.7;    0.7;   -0.3;-999;   0.0;   0;     -999;   0;eor
     1420;19490411;   5;   12.6;   5.3;   5.7; 1004.70;   39.00;-999;   19.0;    2.5;   -0.7;-999;   0.0;   0;     -999;   0;eor
     1420;19490412;   5;   12.9;  10.8;   8.0; 1000.00;   72.00;-999;   15.0;    9.8;    9.1;-999;   3.3;   1;     -999;   0;eor
     1420;19490413;   5;   15.9;   9.7;   5.0; 1004.60;   53.00;-999;   24.1;   11.4;   11.0;-999;   0.0;   0;     -999;   0;eor
     1420;19490414;   5;   13.7;  10.8;   2.3; 1009.60;   68.00;-999;   20.6;    7.0;    4.9;-999;   0.0;   0;     -999;   0;eor
     1420;19490415;   5;   15.4;  10.1;   1.0; 1010.60;   59.00;-999;   24.0;    8.1;    4.8;-999;   0.0;   0;     -999;   0;eor
     1420;19490416;   5;   17.4;   9.3;   0.3; 1009.00;   47.00;-999;   24.5;    8.4;    6.5;-999;   0.0;   0;     -999;   0;eor
     1420;19490417;   5;   17.6;   9.9;   0.0; 1008.20;   50.00;-999;   27.4;    7.3;    5.2;-999;   0.0;   0;     -999;   0;eor
     1420;19490418;   5;   20.8;  11.6;   3.0; 1008.30;   51.00;-999;   30.3;    9.4;    8.1;-999;   0.0;   0;     -999;   0;eor
     1420;19490419;   5;   15.7;  10.1;   3.7; 1008.60;   55.00;-999;   20.4;   12.6;   10.3;-999;   0.0;   0;     -999;   0;eor
     1420;19490420;   5;   12.0;   9.5;   4.7; 1006.00;   64.00;-999;   16.0;    9.0;    9.1;-999;   0.0;   0;     -999;   0;eor
     1420;19490421;   5;   15.3;   9.7;   2.0;  997.40;   56.00;-999;   23.2;    4.1;    2.3;-999;   0.0;   1;     -999;   0;eor
     1420;19490422;   5;   10.5;   9.1;   4.0; 1005.20;   68.00;-999;   16.4;    8.2;    7.1;-999;   0.1;   1;     -999;   0;eor
     1420;19490423;   5;   11.2;   7.3;   2.3; 1010.60;   59.00;-999;   18.3;    0.5;   -0.6;-999;   0.0;   0;     -999;   0;eor
     1420;19490424;   5;   14.7;   8.3;   2.0; 1000.80;   52.00;-999;   24.4;    3.9;    2.1;-999;   0.0;   0;     -999;   0;eor
     1420;19490425;   5;   14.2;  10.3;   6.3;  993.60;   61.00;-999;   26.3;    7.9;    7.2;-999;   5.0;   1;     -999;   0;eor
     1420;19490426;   5;    7.7;   8.4;   6.3; 1004.40;   79.00;-999;   11.6;    5.0;    5.1;-999;   1.2;   1;     -999;   0;eor
     1420;19490427;   5;   10.8;   9.9;   8.0; 1011.50;   77.00;-999;   13.3;    4.7;    3.9;-999;   0.0;   0;     -999;   0;eor
     1420;19490428;   5;   12.6;  10.5;   5.3; 1010.30;   73.00;-999;   17.0;    8.9;    8.1;-999;   0.0;   0;     -999;   0;eor
     1420;19490429;   5;   12.3;   9.9;   7.3; 1001.90;   69.00;-999;   19.1;    7.1;    5.4;-999;   1.0;   1;     -999;   0;eor
     1420;19490430;   5;    8.4;   6.5;   6.3; 1007.10;   60.00;-999;   11.4;    2.3;    5.0;-999;   0.0;   0;     -999;   0;eor
     1420;19490501;   5;   10.6;   6.5;   5.3; 1013.90;   54.00;-999;   14.7;    3.7;    3.1;-999;   0.0;   0;     -999;   0;eor
     1420;19490502;   5;   14.6;   7.3;   0.3; 1011.10;   46.00;-999;   19.5;    5.7;    5.1;-999;   0.0;   0;     -999;   0;eor
     1420;19490503;   5;   18.1;   9.2;   1.0; 1004.80;   45.00;-999;   25.5;   10.7;    8.6;-999;   0.0;   0;     -999;   0;eor
     1420;19490504;   5;   19.1;  10.0;   3.0;  994.70;   43.00;-999;   25.7;   11.9;   10.0;-999;   1.3;   1;     -999;   0;eor
     1420;19490505;   5;   17.0;  13.9;   6.7;  987.80;   74.00;-999;   20.3;   10.6;    9.8;-999;   0.0;   1;     -999;   0;eor
     1420;19490506;   5;   11.6;   9.7;   6.7;  997.20;   68.00;-999;   17.6;    8.2;    8.2;-999;   1.2;   1;     -999;   0;eor
     1420;19490507;   5;   11.2;   8.8;   7.0; 1006.00;   67.00;-999;   15.2;    6.6;    5.6;-999;   0.0;   0;     -999;   0;eor
     1420;19490508;   5;    9.3;   6.4;   2.3; 1011.60;   55.00;-999;   12.9;    1.8;   -0.7;-999;   0.0;   1;     -999;   0;eor
     1420;19490509;   5;    6.4;   7.3;   6.0; 1010.00;   73.00;-999;   10.1;    3.4;    1.2;-999;   1.1;   1;     -999;   0;eor
     1420;19490510;   5;    7.3;   6.1;   4.3; 1014.70;   61.00;-999;   12.0;    0.7;   -1.5;-999;   0.0;   1;     -999;   0;eor
     1420;19490511;   5;    9.7;   5.9;   4.0; 1013.50;   50.00;-999;   14.6;   -1.7;   -3.5;-999;   0.0;   1;     -999;   0;eor
     1420;19490512;   5;   12.7;   7.6;   8.0; 1010.40;   52.00;-999;   16.2;    7.0;    4.9;-999;   0.0;   1;     -999;   0;eor
     1420;19490513;   5;   14.2;   9.2;   7.7; 1004.80;   58.00;-999;   16.7;   10.8;   10.6;-999;   0.7;   1;     -999;   0;eor
     1420;19490514;   5;   13.2;  10.1;   5.7;  995.10;   66.00;-999;   18.0;    9.0;    8.3;-999;   0.7;   1;     -999;   0;eor
     1420;19490515;   5;   11.0;  12.3;   8.0;  990.80;   95.00;-999;   13.4;    8.2;    9.1;-999;  16.1;   1;     -999;   0;eor
     1420;19490516;   5;   13.6;  11.6;   3.7;  992.60;   76.00;-999;   19.6;    7.6;    6.7;-999;   1.7;   1;     -999;   0;eor
     1420;19490517;   5;   14.9;  13.9;   7.3;  994.00;   81.00;-999;   21.9;   12.3;    8.4;-999;   3.4;   1;     -999;   0;eor
     1420;19490518;   5;   16.4;   9.9;   7.0;  997.00;   56.00;-999;   17.7;   10.5;   10.1;-999;   0.0;   1;     -999;   0;eor
     1420;19490519;   5;   14.8;  14.7;   8.0;  996.80;   88.00;-999;   20.0;   10.2;    9.1;-999;  27.8;   1;     -999;   0;eor
     1420;19490520;   5;   15.5;  14.5;   8.0; 1000.00;   83.00;-999;   18.1;   13.1;   13.1;-999;   0.9;   1;     -999;   0;eor
     1420;19490521;   5;   16.2;  11.6;   6.3; 1003.40;   62.00;-999;   20.2;   11.8;   11.2;-999;   0.0;   0;     -999;   0;eor
     1420;19490522;   5;   15.8;  12.5;   7.7;  999.20;   69.00;-999;   18.9;   12.5;   12.1;-999;   0.0;   1;     -999;   0;eor
     1420;19490523;   5;   16.7;  13.6;   6.7;  995.10;   73.00;-999;   21.6;   11.6;   10.9;-999;   0.0;   0;     -999;   0;eor
     1420;19490524;   5;   14.1;  12.4;   6.0;  992.00;   75.00;-999;   18.8;   10.2;   11.6;-999;   5.9;   1;     -999;   0;eor
     1420;19490525;   5;   13.0;  10.8;   7.3;  997.50;   72.00;-999;   17.5;    8.4;    5.6;-999;   0.0;   1;     -999;   0;eor
     1420;19490526;   5;   13.9;  12.0;   7.0;  995.10;   71.00;-999;   17.5;    8.4;    5.7;-999;   4.2;   1;     -999;   0;eor
     1420;19490527;   5;   14.0;  10.5;   2.7; 1003.50;   65.00;-999;   18.3;    8.3;    8.8;-999;   0.0;   0;     -999;   0;eor
     1420;19490528;   5;   17.6;  11.6;   2.7;  999.20;   61.00;-999;   24.8;    4.0;    4.5;-999;   2.4;   1;     -999;   0;eor
     1420;19490529;   5;   16.7;  16.0;   7.0;  995.80;   82.00;-999;   25.0;    9.7;   10.6;-999;   7.1;   1;     -999;   0;eor
     1420;19490530;   5;   17.2;  14.4;   6.0;  997.20;   74.00;-999;   19.9;   11.7;   12.1;-999;   2.7;   1;     -999;   0;eor
     1420;19490531;   5;   12.9;  12.9;   7.3;  996.40;   86.00;-999;   17.3;   11.2;   12.1;-999;   1.8;   1;     -999;   0;eor
     1420;19490601;   5;   14.6;  12.0;   6.3;  998.30;   76.00;-999;   19.2;    5.5;    4.0;-999;   0.0;   0;     -999;   0;eor
     1420;19490602;   5;   14.6;  14.0;   8.0; 1000.30;   85.00;-999;   19.6;    9.8;    8.9;-999;   2.5;   1;     -999;   0;eor
     1420;19490603;   5;   16.2;  13.3;   7.0;  999.60;   74.00;-999;   20.6;   10.3;    9.2;-999;   5.0;   1;     -999;   0;eor
     1420;19490604;   5;   14.5;  11.7;   4.3;  999.60;   70.00;-999;   19.5;   10.5;    9.0;-999;   5.3;   1;     -999;   0;eor
     1420;19490605;   5;   13.9;  10.4;   4.7; 1005.40;   66.00;-999;   18.4;    8.0;    5.9;-999;   0.0;   0;     -999;   0;eor
     1420;19490606;   5;   16.8;  11.7;   1.3; 1010.60;   64.00;-999;   22.1;    6.0;    4.2;-999;   0.0;   0;     -999;   0;eor
     1420;19490607;   5;   21.5;  13.1;   1.0; 1004.20;   53.00;-999;   28.7;    9.8;    8.9;-999;   0.0;   0;     -999;   0;eor
     1420;19490608;   5;   21.3;  17.2;   6.3; 1004.70;   68.00;-999;   26.6;   16.4;   13.2;-999;   0.4;   1;     -999;   0;eor
     1420;19490609;   5;   19.3;  18.9;   7.3; 1002.40;   83.00;-999;   23.5;   16.6;   15.1;-999;   0.5;   1;     -999;   0;eor
     1420;19490610;   5;   16.0;  14.7;   5.3; 1003.50;   78.00;-999;   19.3;   14.5;   13.7;-999;   0.0;   1;     -999;   0;eor
     1420;19490611;   5;   15.5;  13.5;   4.7; 1003.10;   76.00;-999;   21.2;    7.1;    5.2;-999;   0.7;   1;     -999;   0;eor
     1420;19490612;   5;   13.4;  11.9;   5.0; 1008.00;   77.00;-999;   18.3;   11.3;   10.1;-999;   0.0;   0;     -999;   0;eor
     1420;19490613;   5;   17.8;  11.9;   4.7; 1011.60;   61.00;-999;   22.1;    6.0;    4.2;-999;   0.0;   1;     -999;   0;eor
     1420;19490614;   5;   14.4;  14.8;   6.7; 1007.00;   84.00;-999;   21.3;   11.2;   11.3;-999;   0.1;   1;     -999;   0;eor
     1420;19490615;   5;   12.5;   8.3;   1.3; 1007.60;   57.00;-999;   17.8;    6.4;    4.1;-999;   0.0;   0;     -999;   0;eor
     1420;19490616;   5;   11.2;   8.9;   0.7; 1007.60;   66.00;-999;   16.3;    6.0;    3.2;-999;   0.0;   0;     -999;   0;eor
     1420;19490617;   5;   11.9;   8.1;   6.0; 1008.80;   59.00;-999;   15.2;    2.8;    0.7;-999;   0.0;   0;     -999;   0;eor
     1420;19490618;   5;   12.3;   9.3;   7.7; 1007.20;   65.00;-999;   14.3;    9.5;    9.1;-999;   0.0;   0;     -999;   0;eor
     1420;19490619;   5;   14.2;  10.7;   6.7; 1007.50;   68.00;-999;   17.8;    4.7;    2.8;-999;   0.0;   0;     -999;   0;eor
     1420;19490620;   5;   17.8;  12.3;   2.7; 1006.40;   62.00;-999;   22.8;   12.2;    9.0;-999;   0.0;   0;     -999;   0;eor
     1420;19490621;   5;   18.6;  11.6;   4.3; 1002.80;   56.00;-999;   23.3;   11.8;    7.5;-999;   0.0;   0;     -999;   0;eor
     1420;19490622;   5;   16.6;   8.8;   3.3; 1004.30;   48.00;-999;   20.9;   10.3;    6.9;-999;   0.0;   0;     -999;   0;eor
     1420;19490623;   5;   14.1;   9.7;   3.7; 1001.90;   61.00;-999;   17.4;    6.0;    3.4;-999;   0.0;   0;     -999;   0;eor
     1420;19490624;   5;   13.3;   8.7;   3.0; 1005.40;   56.00;-999;   18.4;    8.0;    4.4;-999;   0.0;   0;     -999;   0;eor
     1420;19490625;   5;   16.0;   9.1;   4.0; 1004.20;   52.00;-999;   21.7;    3.7;    1.2;-999;   0.0;   0;     -999;   0;eor
     1420;19490626;   5;   17.1;   9.9;   0.7; 1004.40;   52.00;-999;   23.2;    9.3;    7.0;-999;   0.0;   0;     -999;   0;eor
     1420;19490627;   5;   18.3;  10.3;   1.7; 1008.30;   51.00;-999;   24.4;    7.0;    3.5;-999;   0.0;   0;     -999;   0;eor
